Statistik;Variante;Jahr;Alter;Region;Bevoelkerungsstand_in1000
Bevölkerungsvorausberechnung;3;2021;Insgesamt   ;Saarland                  ;982,3
Bevölkerungsvorausberechnung;3;2025;Insgesamt   ;Saarland                  ;991,3
Bevölkerungsvorausberechnung;3;2030;Insgesamt   ;Saarland                  ;985,8
Bevölkerungsvorausberechnung;3;2035;Insgesamt   ;Saarland                  ;976,1
Bevölkerungsvorausberechnung;3;2040;Insgesamt   ;Saarland                  ;965,2
Bevölkerungsvorausberechnung;3;2045;Insgesamt   ;Saarland                  ;953,4
Bevölkerungsvorausberechnung;3;2050;Insgesamt   ;Saarland                  ;942,1
Bevölkerungsvorausberechnung;3;2055;Insgesamt   ;Saarland                  ;933,3
Bevölkerungsvorausberechnung;3;2060;Insgesamt   ;Saarland                  ;928,8
Bevölkerungsvorausberechnung;3;2065;Insgesamt   ;Saarland                  ;928,9
Bevölkerungsvorausberechnung;3;2070;Insgesamt   ;Saarland                  ;931,4
Bevölkerungsvorausberechnung;3;2021;Insgesamt   ;Sachsen                   ;4043
Bevölkerungsvorausberechnung;3;2025;Insgesamt   ;Sachsen                   ;4064,7
Bevölkerungsvorausberechnung;3;2030;Insgesamt   ;Sachsen                   ;4029,5
Bevölkerungsvorausberechnung;3;2035;Insgesamt   ;Sachsen                   ;3986,4
Bevölkerungsvorausberechnung;3;2040;Insgesamt   ;Sachsen                   ;3951,9
Bevölkerungsvorausberechnung;3;2045;Insgesamt   ;Sachsen                   ;3921,3
Bevölkerungsvorausberechnung;3;2050;Insgesamt   ;Sachsen                   ;3890,8
Bevölkerungsvorausberechnung;3;2055;Insgesamt   ;Sachsen                   ;3862,1
Bevölkerungsvorausberechnung;3;2060;Insgesamt   ;Sachsen                   ;3842,3
Bevölkerungsvorausberechnung;3;2065;Insgesamt   ;Sachsen                   ;3835,7
Bevölkerungsvorausberechnung;3;2070;Insgesamt   ;Sachsen                   ;3836,8
Bevölkerungsvorausberechnung;3;2021;Insgesamt   ;Sachsen-Anhalt            ;2169,3
Bevölkerungsvorausberechnung;3;2025;Insgesamt   ;Sachsen-Anhalt            ;2148,2
Bevölkerungsvorausberechnung;3;2030;Insgesamt   ;Sachsen-Anhalt            ;2092,8
Bevölkerungsvorausberechnung;3;2035;Insgesamt   ;Sachsen-Anhalt            ;2035,7
Bevölkerungsvorausberechnung;3;2040;Insgesamt   ;Sachsen-Anhalt            ;1985,1
Bevölkerungsvorausberechnung;3;2045;Insgesamt   ;Sachsen-Anhalt            ;1938,3
Bevölkerungsvorausberechnung;3;2050;Insgesamt   ;Sachsen-Anhalt            ;1894,7
Bevölkerungsvorausberechnung;3;2055;Insgesamt   ;Sachsen-Anhalt            ;1857
Bevölkerungsvorausberechnung;3;2060;Insgesamt   ;Sachsen-Anhalt            ;1829,4
Bevölkerungsvorausberechnung;3;2065;Insgesamt   ;Sachsen-Anhalt            ;1813,2
Bevölkerungsvorausberechnung;3;2070;Insgesamt   ;Sachsen-Anhalt            ;1804,8
Bevölkerungsvorausberechnung;3;2021;Insgesamt   ;Schleswig-Holstein        ;2922
Bevölkerungsvorausberechnung;3;2025;Insgesamt   ;Schleswig-Holstein        ;3004,2
Bevölkerungsvorausberechnung;3;2030;Insgesamt   ;Schleswig-Holstein        ;3050,5
Bevölkerungsvorausberechnung;3;2035;Insgesamt   ;Schleswig-Holstein        ;3074,8
Bevölkerungsvorausberechnung;3;2040;Insgesamt   ;Schleswig-Holstein        ;3088,3
Bevölkerungsvorausberechnung;3;2045;Insgesamt   ;Schleswig-Holstein        ;3091,8
Bevölkerungsvorausberechnung;3;2050;Insgesamt   ;Schleswig-Holstein        ;3084,2
Bevölkerungsvorausberechnung;3;2055;Insgesamt   ;Schleswig-Holstein        ;3070,7
Bevölkerungsvorausberechnung;3;2060;Insgesamt   ;Schleswig-Holstein        ;3061,2
Bevölkerungsvorausberechnung;3;2065;Insgesamt   ;Schleswig-Holstein        ;3062,4
Bevölkerungsvorausberechnung;3;2070;Insgesamt   ;Schleswig-Holstein        ;3072
Bevölkerungsvorausberechnung;3;2021;Insgesamt   ;Thüringen                 ;2108,8
Bevölkerungsvorausberechnung;3;2025;Insgesamt   ;Thüringen                 ;2105
Bevölkerungsvorausberechnung;3;2030;Insgesamt   ;Thüringen                 ;2061,9
Bevölkerungsvorausberechnung;3;2035;Insgesamt   ;Thüringen                 ;2014,6
Bevölkerungsvorausberechnung;3;2040;Insgesamt   ;Thüringen                 ;1972,2
Bevölkerungsvorausberechnung;3;2045;Insgesamt   ;Thüringen                 ;1933,3
Bevölkerungsvorausberechnung;3;2050;Insgesamt   ;Thüringen                 ;1898,5
Bevölkerungsvorausberechnung;3;2055;Insgesamt   ;Thüringen                 ;1869,6
Bevölkerungsvorausberechnung;3;2060;Insgesamt   ;Thüringen                 ;1850
Bevölkerungsvorausberechnung;3;2065;Insgesamt   ;Thüringen                 ;1840,5
Bevölkerungsvorausberechnung;3;2070;Insgesamt   ;Thüringen                 ;1837
Bevölkerungsvorausberechnung;3;2021;Insgesamt   ;Ostdeutsche Flächenländer ;12470,1
Bevölkerungsvorausberechnung;3;2025;Insgesamt   ;Ostdeutsche Flächenländer ;12545,5
Bevölkerungsvorausberechnung;3;2030;Insgesamt   ;Ostdeutsche Flächenländer ;12430,6
Bevölkerungsvorausberechnung;3;2035;Insgesamt   ;Ostdeutsche Flächenländer ;12272,6
Bevölkerungsvorausberechnung;3;2040;Insgesamt   ;Ostdeutsche Flächenländer ;12121,9
Bevölkerungsvorausberechnung;3;2045;Insgesamt   ;Ostdeutsche Flächenländer ;11965,3
Bevölkerungsvorausberechnung;3;2050;Insgesamt   ;Ostdeutsche Flächenländer ;11799,7
Bevölkerungsvorausberechnung;3;2055;Insgesamt   ;Ostdeutsche Flächenländer ;11647,7
Bevölkerungsvorausberechnung;3;2060;Insgesamt   ;Ostdeutsche Flächenländer ;11541,4
Bevölkerungsvorausberechnung;3;2065;Insgesamt   ;Ostdeutsche Flächenländer ;11490,7
Bevölkerungsvorausberechnung;3;2070;Insgesamt   ;Ostdeutsche Flächenländer ;11471,9
Bevölkerungsvorausberechnung;3;2021;Insgesamt   ;Westdeutsche Flächenländer;64558,7
Bevölkerungsvorausberechnung;3;2025;Insgesamt   ;Westdeutsche Flächenländer;66464
Bevölkerungsvorausberechnung;3;2030;Insgesamt   ;Westdeutsche Flächenländer;67510,9
Bevölkerungsvorausberechnung;3;2035;Insgesamt   ;Westdeutsche Flächenländer;68130,6
Bevölkerungsvorausberechnung;3;2040;Insgesamt   ;Westdeutsche Flächenländer;68583,9
Bevölkerungsvorausberechnung;3;2045;Insgesamt   ;Westdeutsche Flächenländer;68884,9
Bevölkerungsvorausberechnung;3;2050;Insgesamt   ;Westdeutsche Flächenländer;69079,6
Bevölkerungsvorausberechnung;3;2055;Insgesamt   ;Westdeutsche Flächenländer;69238
Bevölkerungsvorausberechnung;3;2060;Insgesamt   ;Westdeutsche Flächenländer;69476,4
Bevölkerungsvorausberechnung;3;2065;Insgesamt   ;Westdeutsche Flächenländer;69886,4
Bevölkerungsvorausberechnung;3;2070;Insgesamt   ;Westdeutsche Flächenländer;70398
Bevölkerungsvorausberechnung;3;2021;Insgesamt   ;Stadtstaaten              ;6207,7
Bevölkerungsvorausberechnung;3;2025;Insgesamt   ;Stadtstaaten              ;6524,1
Bevölkerungsvorausberechnung;3;2030;Insgesamt   ;Stadtstaaten              ;6728,3
Bevölkerungsvorausberechnung;3;2035;Insgesamt   ;Stadtstaaten              ;6888,5
Bevölkerungsvorausberechnung;3;2040;Insgesamt   ;Stadtstaaten              ;7049,9
Bevölkerungsvorausberechnung;3;2045;Insgesamt   ;Stadtstaaten              ;7215,9
Bevölkerungsvorausberechnung;3;2050;Insgesamt   ;Stadtstaaten              ;7380,7
Bevölkerungsvorausberechnung;3;2055;Insgesamt   ;Stadtstaaten              ;7533,7
Bevölkerungsvorausberechnung;3;2060;Insgesamt   ;Stadtstaaten              ;7674,4
Bevölkerungsvorausberechnung;3;2065;Insgesamt   ;Stadtstaaten              ;7811,5
Bevölkerungsvorausberechnung;3;2070;Insgesamt   ;Stadtstaaten              ;7941,9
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Baden-Württemberg         ;2124,4
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Baden-Württemberg         ;2266,6
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Baden-Württemberg         ;2350,9
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Baden-Württemberg         ;2385,9
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Baden-Württemberg         ;2355,6
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Baden-Württemberg         ;2322,3
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Baden-Württemberg         ;2306,3
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Baden-Württemberg         ;2313,2
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Baden-Württemberg         ;2336,2
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Baden-Württemberg         ;2357
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Baden-Württemberg         ;2358,4
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Bayern                    ;2449,9
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Bayern                    ;2647,9
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Bayern                    ;2788,5
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Bayern                    ;2852
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Bayern                    ;2829,5
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Bayern                    ;2794,7
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Bayern                    ;2777,4
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Bayern                    ;2789,3
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Bayern                    ;2825,9
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Bayern                    ;2861,3
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Bayern                    ;2871,6
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Berlin                    ;678,2
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Berlin                    ;756,1
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Berlin                    ;806,9
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Berlin                    ;836,7
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Berlin                    ;853,4
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Berlin                    ;871,8
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Berlin                    ;883,9
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Berlin                    ;891,1
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Berlin                    ;896,9
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Berlin                    ;901,9
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Berlin                    ;906,2
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Brandenburg               ;449,5
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Brandenburg               ;476,2
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Brandenburg               ;479,8
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Brandenburg               ;469,9
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Brandenburg               ;455
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Brandenburg               ;454,2
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Brandenburg               ;455
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Brandenburg               ;454,6
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Brandenburg               ;454,1
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Brandenburg               ;453
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Brandenburg               ;451,3
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Bremen                    ;126,5
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Bremen                    ;138,9
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Bremen                    ;144,2
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Bremen                    ;147,3
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Bremen                    ;147,3
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Bremen                    ;148,8
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Bremen                    ;150,4
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Bremen                    ;152
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Bremen                    ;153,6
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Bremen                    ;154,7
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Bremen                    ;155,1
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Hamburg                   ;348,9
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Hamburg                   ;373,5
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Hamburg                   ;390,2
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Hamburg                   ;400,4
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Hamburg                   ;403,9
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Hamburg                   ;407,8
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Hamburg                   ;409,6
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Hamburg                   ;409,1
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Hamburg                   ;407,2
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Hamburg                   ;404,8
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Hamburg                   ;401,8
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Hessen                    ;1190
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Hessen                    ;1267,7
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Hessen                    ;1305,9
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Hessen                    ;1318,6
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Hessen                    ;1305,2
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Hessen                    ;1299,6
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Hessen                    ;1298,2
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Hessen                    ;1302,2
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Hessen                    ;1310,7
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Hessen                    ;1317,2
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Hessen                    ;1316,6
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Mecklenburg-Vorpommern    ;274
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Mecklenburg-Vorpommern    ;284,3
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Mecklenburg-Vorpommern    ;278,3
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Mecklenburg-Vorpommern    ;268,1
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Mecklenburg-Vorpommern    ;259,7
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Mecklenburg-Vorpommern    ;261,5
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Mecklenburg-Vorpommern    ;264,4
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Mecklenburg-Vorpommern    ;265,1
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Mecklenburg-Vorpommern    ;263,2
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Mecklenburg-Vorpommern    ;260,1
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Mecklenburg-Vorpommern    ;257,4
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Niedersachsen             ;1512,1
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Niedersachsen             ;1617,4
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Niedersachsen             ;1678,1
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Niedersachsen             ;1704,1
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Niedersachsen             ;1687,8
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Niedersachsen             ;1678,3
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Niedersachsen             ;1675,7
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Niedersachsen             ;1684,1
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Niedersachsen             ;1702,5
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Niedersachsen             ;1720,9
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Niedersachsen             ;1728,8
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Nordrhein-Westfalen       ;3393,2
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Nordrhein-Westfalen       ;3569,6
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Nordrhein-Westfalen       ;3676
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Nordrhein-Westfalen       ;3708,4
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Nordrhein-Westfalen       ;3639,1
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Nordrhein-Westfalen       ;3583,9
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Nordrhein-Westfalen       ;3543,5
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Nordrhein-Westfalen       ;3530,3
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Nordrhein-Westfalen       ;3543,3
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Nordrhein-Westfalen       ;3554,8
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Nordrhein-Westfalen       ;3540
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Rheinland-Pfalz           ;755,1
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Rheinland-Pfalz           ;812,3
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Rheinland-Pfalz           ;845,5
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Rheinland-Pfalz           ;854,2
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Rheinland-Pfalz           ;836,9
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Rheinland-Pfalz           ;825,1
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Rheinland-Pfalz           ;820,9
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Rheinland-Pfalz           ;825,4
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Rheinland-Pfalz           ;835,5
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Rheinland-Pfalz           ;843,1
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Rheinland-Pfalz           ;842,8
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Saarland                  ;165
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Saarland                  ;174,7
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Saarland                  ;179,3
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Saarland                  ;179,4
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Saarland                  ;174,8
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Saarland                  ;171,4
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Saarland                  ;169,3
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Saarland                  ;169,1
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Saarland                  ;170
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Saarland                  ;170,6
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Saarland                  ;169,8
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Sachsen                   ;716,7
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Sachsen                   ;744,8
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Sachsen                   ;732,9
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Sachsen                   ;707,9
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Sachsen                   ;690,8
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Sachsen                   ;704,5
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Sachsen                   ;721,4
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Sachsen                   ;727,4
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Sachsen                   ;721,6
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Sachsen                   ;710,2
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Sachsen                   ;700,7
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Sachsen-Anhalt            ;359,5
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Sachsen-Anhalt            ;370,8
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Sachsen-Anhalt            ;362,3
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Sachsen-Anhalt            ;347,1
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Sachsen-Anhalt            ;334
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Sachsen-Anhalt            ;335
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Sachsen-Anhalt            ;339,2
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Sachsen-Anhalt            ;341,2
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Sachsen-Anhalt            ;339,4
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Sachsen-Anhalt            ;335,4
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Sachsen-Anhalt            ;331,6
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Schleswig-Holstein        ;532,3
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Schleswig-Holstein        ;560,5
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Schleswig-Holstein        ;576,9
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Schleswig-Holstein        ;583,2
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Schleswig-Holstein        ;575,3
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Schleswig-Holstein        ;570,5
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Schleswig-Holstein        ;565,2
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Schleswig-Holstein        ;562,2
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Schleswig-Holstein        ;563,5
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Schleswig-Holstein        ;565,5
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Schleswig-Holstein        ;564,6
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Thüringen                 ;358,6
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Thüringen                 ;369
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Thüringen                 ;360,3
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Thüringen                 ;343,9
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Thüringen                 ;331,9
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Thüringen                 ;335
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Thüringen                 ;340,3
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Thüringen                 ;342,6
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Thüringen                 ;341,5
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Thüringen                 ;338,7
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Thüringen                 ;336,2
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Ostdeutsche Flächenländer ;2158,2
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Ostdeutsche Flächenländer ;2245,1
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Ostdeutsche Flächenländer ;2213,7
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Ostdeutsche Flächenländer ;2136,8
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Ostdeutsche Flächenländer ;2071,4
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Ostdeutsche Flächenländer ;2090,1
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Ostdeutsche Flächenländer ;2120,3
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Ostdeutsche Flächenländer ;2131
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Ostdeutsche Flächenländer ;2119,9
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Ostdeutsche Flächenländer ;2097,3
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Ostdeutsche Flächenländer ;2077,1
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Westdeutsche Flächenländer;12122
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Westdeutsche Flächenländer;12916,7
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Westdeutsche Flächenländer;13401,1
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Westdeutsche Flächenländer;13585,8
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Westdeutsche Flächenländer;13404,3
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Westdeutsche Flächenländer;13245,7
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Westdeutsche Flächenländer;13156,6
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Westdeutsche Flächenländer;13175,7
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Westdeutsche Flächenländer;13287,6
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Westdeutsche Flächenländer;13390,3
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Westdeutsche Flächenländer;13392,6
Bevölkerungsvorausberechnung;3;2021;unter 20    ;Stadtstaaten              ;1153,6
Bevölkerungsvorausberechnung;3;2025;unter 20    ;Stadtstaaten              ;1268,5
Bevölkerungsvorausberechnung;3;2030;unter 20    ;Stadtstaaten              ;1341,2
Bevölkerungsvorausberechnung;3;2035;unter 20    ;Stadtstaaten              ;1384,4
Bevölkerungsvorausberechnung;3;2040;unter 20    ;Stadtstaaten              ;1404,5
Bevölkerungsvorausberechnung;3;2045;unter 20    ;Stadtstaaten              ;1428,3
Bevölkerungsvorausberechnung;3;2050;unter 20    ;Stadtstaaten              ;1443,8
Bevölkerungsvorausberechnung;3;2055;unter 20    ;Stadtstaaten              ;1452,3
Bevölkerungsvorausberechnung;3;2060;unter 20    ;Stadtstaaten              ;1457,6
Bevölkerungsvorausberechnung;3;2065;unter 20    ;Stadtstaaten              ;1461,4
Bevölkerungsvorausberechnung;3;2070;unter 20    ;Stadtstaaten              ;1463,1
Bevölkerungsvorausberechnung;3;2021;20 - 66     ;Baden-Württemberg         ;6947,7
Bevölkerungsvorausberechnung;3;2025;20 - 66     ;Baden-Württemberg         ;7063,3
Bevölkerungsvorausberechnung;3;2030;20 - 66     ;Baden-Württemberg         ;6961,4
Bevölkerungsvorausberechnung;3;2035;20 - 66     ;Baden-Württemberg         ;6812,3
Bevölkerungsvorausberechnung;3;2040;20 - 66     ;Baden-Württemberg         ;6855,5
Bevölkerungsvorausberechnung;3;2045;20 - 66     ;Baden-Württemberg         ;6977,7
Bevölkerungsvorausberechnung;3;2050;20 - 66     ;Baden-Württemberg         ;7036,2
Bevölkerungsvorausberechnung;3;2055;20 - 66     ;Baden-Württemberg         ;7042
Bevölkerungsvorausberechnung;3;2060;20 - 66     ;Baden-Württemberg         ;7010,1
Bevölkerungsvorausberechnung;3;2065;20 - 66     ;Baden-Württemberg         ;6990,2
Bevölkerungsvorausberechnung;3;2070;20 - 66     ;Baden-Württemberg         ;7004,2
Bevölkerungsvorausberechnung;3;2021;20 - 66     ;Bayern                    ;8284,4
Bevölkerungsvorausberechnung;3;2025;20 - 66     ;Bayern                    ;8464,3
Bevölkerungsvorausberechnung;3;2030;20 - 66     ;Bayern                    ;8366,8
Bevölkerungsvorausberechnung;3;2035;20 - 66     ;Bayern                    ;8209,3
Bevölkerungsvorausberechnung;3;2040;20 - 66     ;Bayern                    ;8275,7
Bevölkerungsvorausberechnung;3;2045;20 - 66     ;Bayern                    ;8433,9
Bevölkerungsvorausberechnung;3;2050;20 - 66     ;Bayern                    ;8516,3
